Complete Job,Job complet,
Complete,Complété,
Completed By,Terminée par,
Completed Operation,Opération terminée,
Completed Qty can not be greater than 'Qty to Manufacture',"Qté Terminée ne peut pas être supérieure à ""Quantité de Production""",
Completed Qty,Quantité terminée,
Completed Quantity,Quantité produite,
Completed Work Orders,Ordres de travail terminés,
Completed,Terminé,
Completion Date,Date d'Achèvement,
Completion Status,État d'Achèvement,
Completion,Avancement,
Component properties and references ,Propriétés des composants et références,
Component,Composant,
Comprehensive Insurance,Assurance complète,
Computer,Ordinateur,
Condition and Formula Help,Aide Condition et Formule,
Condition and Formula,Condition et formule,
Condition and formula,Condition et formule,
Condition,Condition,
Conditions and Formula variable and example,"Conditions, paramètres des formules et exemples",
Conditions will be applied on all the selected items combined. ,Les conditions seront appliquées sur tous les éléments sélectionnés combinés,
Conditions,Conditions,
Conference,Conférence,
Configuration,Configuration,
Configure Account Settings,Configurer les paramètres de comptabilité,
Configure Buying Settings.,Configurer les paramètres des achats,
Configure Selling Settings.,Configurer les paramètres des ventes.,
Configure the default Price List when creating a new Sales transaction. Item prices will be fetched from this Price List.,Configurez la liste de prix par défaut lorsque vos créez une nouvelle transaction de vente. La liste par défaut est 'Achat standard'. Les prix de l'article seront récupérés en fonction de cette liste de prix.,
"Configure the default Price List when creating a new purchase transaction, the default is set as 'Standard Buying'. Item prices will be fetched from this Price List.",Configurez la liste de prix par défaut lorsque vos créez une nouvelle transaction d'achat. La liste par défaut est 'Achat standard'. Les prix de l'article seront récupérés en fonction de cette liste de prix.,
Configure {0},Configurer {0},
Configure,Configurer,
Confirm cancellation ?,Confirmer l'annulation,
Confirmation Date,Date de Confirmation,
Confirmed orders from Customers.,Commandes confirmées des clients.,
Confirmed,Confirmé,
Connect Amazon with dokos,Connectez Amazon avec dokos,
Connect Shopify with dokos,Connectez Shopify avec dokos,
Connect to Quickbooks,Se connecter à Quickbooks,
Connect your Exotel Account to ERPNext and track call logs,Connectez votre compte Exotel à dokos et suivez vos journaux d'appels,
Connect your bank accounts to dokos,Connectez votre banque avec dokos,
Connected to QuickBooks,Connecté à QuickBooks,
Connecting to QuickBooks,Connexion à QuickBooks,
Consider Accounting Dimensions,Intégrer les dimensions comptables,
Consider Tax or Charge for,Tenir compte des taxes et frais pour,
Consider Unmarked Attendance As,Considérer les présences non cochées comme,
Consolidated Credit Note,Note de crédit consolidée,
Consolidated Financial Statement,Comptes consolidés,
Consolidated Sales Invoice,Facture de vente consolidée,
Consolidated,Consolidé,
Consultant ID,ID du consultant,
Consultant,Consultant,
Consulting,Consultant,
Consumable Cost,Coût des consommables,
Consumable,Consommable,
Consumed Amount,Montant consommé,
Consumed Items,Articles consommés,
Consumed Qty,Qté consommée,
Consumed,Consommé,
Consumer Key,Clé de consommateur,
Consumer Products,Produits de consommation,
Consumer Secret,Secret de consommateur,
Contact Desc,Desc. du Contact,
Contact Details,Coordonnées,
Contact Email,Email du Contact,
Contact HTML,HTML du Contact,
Contact Info,Information du contact,
Contact Information,Informations de contact,
Contact List,Liste de contacts,
Contact Mobile No,N° de portable du contact,
Contact Name,Nom du contact,
Contact No.,N° du contact,
Contact Number,Numéro de contact,
Contact Person,Personne à contacter,
Contact Phone,Téléphone du contact,
Contact Us,Contactez-nous,
Contact,Contact,
Content Type,Type de Contenu,
Content,Contenu,
Continue Configuration,Continuer la configuration,
Continue,Continuer,
Contra Entry,Contre-passation,
Contract Details,Détails du contrat,
Contract End Date must be greater than Date of Joining,La Date de Fin de Contrat doit être supérieure à la Date d'Embauche,
Contract End Date,Date de Fin de Contrat,
Contract Fulfilment Checklist,Liste de vérification de l'exécution des contrats,
Contract Period,Période du contrat,
Contract Template Fulfilment Terms,Conditions d'exécution du modèle de contrat,
Contract Template,Modèle de contrat,
Contract Terms and Conditions,Termes et conditions du contrat,
Contract Terms,Termes du contrat,
Contract,Contrat,
Contribution %,Contribution %,
Contribution (%),Contribution (%),
Contribution Amount,Montant de la Contribution,
Contribution to Net Total,Contribution au Total Net,
Control Action,Action de contrôle,
Conversion Factor,Facteur de Conversion,
Conversion Rate,Taux de Conversion,
Conversion factor for default Unit of Measure must be 1 in row {0},Facteur de conversion de l'Unité de Mesure par défaut doit être 1 dans la ligne {0},
Conversion rate cannot be 0 or 1,Le taux de conversion ne peut pas être égal à 0 ou 1,
Convert Item Description to Clean HTML,Convertir la description de l'élément pour nettoyer le code HTML,
Convert to Group,Convertir en Groupe,
Convert to Non-Group,Convertir en non-groupe,
Converted By,Converti par,
Converted,Converti,
Copied From,Copié depuis,
Copy Fields to Variant,Copier les Champs dans une Variante,
Copy From Item Group,Copier Depuis un Groupe d'articles,
Copy of Invitation/Announcement,Copie de l'invitation / annonce,
Corrective/Preventive,Corrective/Préventive,
Corrective,Corrective,
Cosmetics,Produits de Beauté,
Cost Center Already Allocated in a Distributed Cost Center cannot be converted to group,Un centre de coûts déjà alloué dans un centre de coûts distribué ne peut pas être converti en groupe,
Cost Center For Item with Item Code ',Centre de coûts Pour Article ayant un Code Article ',
Cost Center Name,Nom du Centre de coûts,
Cost Center Number,Numéro du Centre de coûts,
Cost Center and Budgeting,Centres de coûts et budgets,
Cost Center is required in row {0} in Taxes table for type {1},Le Centre de coûts est requis à la ligne {0} dans le tableau des Taxes pour le type {1},
Cost Center with enabled distributed cost center can not be converted to group,Un centre de coûts distribué ne peut pas être converti en groupe,
Cost Center with existing transactions can not be converted to group,Un Centre de coûts avec des transactions existantes ne peut pas être converti en groupe,
Cost Center with existing transactions can not be converted to ledger,Un Centre de coûts avec des transactions existantes ne peut pas être converti en grand livre,
Cost Center: {0} does not exist,Centre de coût: {0} n'existe pas,
Cost Center,Centre de coûts,
Cost Centers,Centres de Coûts,
Cost Updated,Coût Mise à Jour,
Cost as on,Coût à partir de,
Cost center is required to book an expense claim,Un centre de coût est requis pour comptabiliser une note de frais,
Cost of Delivered Items,Coût des Articles Livrés,
Cost of Goods Sold,Coût des marchandises vendues,
Cost of Issued Items,Coût des Marchandises Vendues,
Cost of New Purchase,Coût du Nouvel Achat,
Cost of Purchased Items,Coût des Articles Achetés,
Cost of Scrapped Asset,Coût des Immobilisations Mises au Rebut,
Cost of Sold Asset,Coût des Immobilisations Vendus,
Cost of various activities,Coût des différents types d'activités.,
Cost,Coût,
Costing Amount,Montant des coûts,
Costing Details,Détails des coûts,
Costing Rate,Coût unitaire,
Costing and Billing,Coûts et facturation,
Costing,Coût,
Could not auto create Customer due to the following missing mandatory field(s):,Le client n'a pas pu être créé automatique car les champs obligatoires suivants sont manquants:,
"Could not create Credit Note automatically, please uncheck 'Issue Credit Note' and submit again","Impossible de créer une note de crédit automatiquement, décochez la case &quot;Emettre une note de crédit&quot; et soumettez à nouveau",
Could not find path for ,Impossible de trouver un chemin pour,
Could not generate Secret,Impossible de générer le Secret,
Could not retrieve information for {0}.,Impossible de récupérer les informations pour {0}.,
Could not solve criteria score function for {0}. Make sure the formula is valid.,Impossible de résoudre la fonction de score de critères pour {0}. Assurez-vous que la formule est valide.,
Could not solve weighted score function. Make sure the formula is valid.,Impossible de résoudre la fonction de score pondéré. Assurez-vous que la formule est valide.,
Could not submit some Salary Slips,Les fiches de paie n'ont pas pu être soumises,
"Could not update stock, invoice contains drop shipping item.","Impossible de mettre à jour de stock, facture contient un élément en livraison directe.",
Couldn't Set Service Level Agreement {0}.,Erreur de sélection de l'accord de niveau de service {0}.,
Country Code in File does not match with country code set up in the system,Le code pays dans le fichier ne correspond pas au code pays paramétré dans le système.,
Country in which this company is registered.,Pays d'enregistrement de la société.,
Country of Origin,Pays d'Origine,
Country wise default Address Templates,Modèles d'Adresse par défaut en fonction du pays,
Country,Pays,
County,Etat,
Coupon Code Based,Sur la base d'un code promotionnel,
Coupon Code,Code promotionnel,
Coupon Description,Description de la promotion,
Coupon Name,Nom du code promotionnel,
Coupon Type,Type de code promotionnel,
Course,Cours,
Cover Letter,Lettre de Motivation,
Cr,Cr,
Create BOM,Créer une nomenclature,
Create Chart Of Accounts Based On,Créer un plan comptable basé sur,
Create Delivery Trip,Créer une tournée de livraison,
Create Department,Créer un département,
Create Designation,Créer une désignation,
Create Disbursement Entry,Créer une écriture de déboursement,
Create Document,Créer un document,
Create Employee Records,Créer les Dossiers des Employés,
"Create Employee records to manage leaves, expense claims and payroll","Créer des dossiers Employés pour gérer les congés, les notes de frais et la paie",
Create Employee,Créer un employé,
Create Income Tax Slab,Créer une tranche d'impôt sur le revenu,
Create Inter Company Journal Entry,Créer une Écriture de journal inter-société,
Create Invoices,Créer les factures,
Create Job Card,Créer une carte de travail,
Create Journal Entry,Créer une Écriture de journal,
Create Lead,Créer un prospect,
Create Leads,Créer des Prospects,
Create Leave Allocation,Créer une allocation de congés,
Create Leave Application,Créer une demande congés,
Create Leave Type,Créer un type de congés,
Create Loan,Créer un prêt,
Create Maintenance Visit,Créer une visite de maintenance,
Create Material Request,Créer une demande de matériaux,
Create Missing Party,Créer les tiers manquants,
Create New Contact,Créer un nouveau contact,
Create New Employee Id,Créer un nouvel identifiant d'employé,
Create New Lead,Créer un nouveau prospect,
Create Opening Sales and Purchase Invoices,Créer des factures d'à-nouveaux,
Create Opportunity,Créer une opportunité,
Create POS Opening Entry,Créer une écriture d'ouverture de point de vente,
Create Payment Entries,Créer des écritures de paiement,
Create Payment Entry,Créer une écriture de paiement,
Create Payroll Period,Créer une période de paie,
Create Pick List,Créer une liste de sélection,
Create Print Format,Créer Format d'Impression,
Create Purchase Order,Créer une commande fournisseur,
Create Purchase Orders,Créer des Commandes d'Achat,
Create Quality Inspection for Item {0},Créer une inspection de qualité pour l'article {0},
Create Quotation,Créer un devis,
Create Raw Materials,Créer des matières premières,
Create Receiver List,Créer une Liste de Réception,
Create Repayment Entry,Créer une écriture de remboursement,
Create Salary Component,Créer une composante salariale,
Create Salary Slip,Créer une fiche de paie,
Create Salary Slips,Créer les fiches de paie,
Create Salary Structure,Créer une structure salariale,
Create Sales Invoice,Créer une facture,
Create Sales Order,Créer une commande client,
Create Sales Orders to help you plan your work and deliver on-time,Créez des commandes client pour vous aider à planifier votre travail et à livrer dans les temps,
Create Sample Retention Stock Entry,Créer une écriture de conservation d'échantillon,
Create Separate Payment Entry Against Benefit Claim,Créer une écriture de paiement distincte pour chaque demande d'avantages sociaux,
Create Supplier Quotation,Créer un devis fournisseur,
Create Tax Template,Créer un modèle de taxes,
Create TaxJar Transaction,Créer une transaction TaxJar,
Create Timesheet,Créer une feuille de temps,
Create User Permission,Créer une autorisation utilisateur,
Create User,Créer un Utilisateur,
Create Users,Créer des Utilisateurs,
Create Variant,Créer une variante,
Create Variants,Créer des variantes,
Create Your First Purchase Invoice ,Créer votre première facture d'achat,
Create Your First Sales Invoice ,Créer votre première facture de vente,
Create a BOM (Bill of Material),Créer une nomenclature (BOM),
Create a Customer,Créer un client,
Create a Finished Good,Créer un produit fini,
Create a Fixed Asset Item,Créer un article d'immobilisation,
Create a Material Request,Créer une demande de matériel,
Create a Operation,Créer un opération,
Create a Product,Créer un produit,
Create a Purchase Receipt,Créer un reçu d'achat,
Create a Quotation,Créer un devis,
Create a Stock Entry,Créer une écriture de stock,
Create a Supplier,Créer un fournisseur,
Create a Warehouse,Créer un entrepôt,
Create a Work Order,Créer un ordre de travail,
Create a Workstation / Machine,Créer un station de travail / Machine,
Create a new ,Créer un·e nouveau·elle,
Create a new subscription,Créer un nouvel abonnement,
Create a quotation,Créer un devis,
Create an Asset Category,Créer une catégorie d'actif,
Create an Asset,Créer un actif,
Create an incoming stock transaction for the Item.,Créer une écriture de stock entrante pour cet article,
Create and Send Quotation,Créer et envoyer un devis,
"Create and manage daily, weekly and monthly email digests.","Créer et gérer des récapitulatifs d'e-mail quotidiens, hebdomadaires et mensuels .",
Create customer quotes,Créer les devis client,
Create holiday list,Créer une liste de congés,
Create missing customer or supplier.,Créer les clients ou les fournisseurs manquant,
Create payment request,Créer une demande de paiement,
Create payment,Créer un paiement,
Create rules to restrict transactions based on values.,Créer des règles pour restreindre les transactions basées sur les valeurs .,
Create this company's chart of account based on a standard template or an existing company's chart of account. The chart of account can be edited manually after the initial creation.,Créez le plan comptable de cette société sur la base d'un modèle standard ou du plan comptable d'une société déjà existante. Il pourra être édité manuellement après la création.,
Create your first Purchase Order,Créer une première commande fournisseur,
Create your first Sales Order,Créer votre première commande client,
Create,Créer,
Created By,Créé par,
Created document name,Nom du document créé,
Created document type,Type de document créé,
Created {0} scorecards for {1} between: ,{0} fiches d'évaluations créées pour {1} entre:,
Created,Créé,
Creating Accounts...,Création des comptes...,
Creating Company and Importing Chart of Accounts,Création de la société et import du plan comptable,
Creating Dimensions...,Création des dimensions,
Creating Payment Entries......,Créer des écritures de paiement...,
Creating Salary Slips...,Création des fiches de paie en cours...,
Creating bank entries...,Création des écritures bancaires,
Creating {0} Invoice,Création de {0} facture,
Creating {0},Création de {0},
Creation Date,Date de Création,
Creation Document No,N° du Document de Création,
Creation Document Type,Type de Document de Création,
Creation Time,Date de Création,
Creation User,Utilisateur de création,
Creation date,Date de création,
Credentials,Identifiants,
Credit ({0}),Crédit ({0}),
Credit Account,Compte Créditeur,
Credit Amount in Account Currency,Montant du Crédit dans la Devise du Compte,
Credit Amount,Montant du Crédit,
Credit Balance,Solde du crédit,
Credit Card Entry,Écriture de carte de crédit,
Credit Card,Carte de Crédit,
Credit Controller,Contrôleur de crédit,
Credit Days cannot be a negative number,Les jours de crédit ne peuvent pas être un nombre négatif,
Credit Days,Jours de Crédit,
Credit Limit and Payment Terms,Limite de crédit et conditions de paiement,
Credit Limit,Limite de crédit,
Credit Limits,Limites de crédit,
Credit Months,Mois de crédit,
Credit Note Amount,Montant de la Note de crédit,
Credit Note Issued,Note de crédit Émise,
Credit Note {0} has been created automatically,La note de crédit {0} a été créée automatiquement,
Credit Note,Note de crédit,
Credit To account must be a Balance Sheet account,Le compte À Créditer doit être un compte de Bilan,
Credit To account must be a Payable account,Le compte À Créditer doit être un compte Créditeur,
Credit To,À Créditer,
Credit in Company Currency,Crédit dans la Devise de la Société,
Credit limit has been crossed for customer {0} ({1}/{2}),La limite de crédit a été dépassée pour le client {0} ({1} / {2}),
Credit limit is already defined for the Company {0},Une limite de crédit est déjà définie pour la société {0},
Credit limit reached for customer {0},Limite de crédit atteinte pour le client {0},
Credit note to be cancelled manually.,Note de crédit à annuler manuellement,
Credit note to be created manually.,Note de crédit à créer manuellement,
Credit or debit card,Carte de crédit ou de débit,
Credit,Crédit,
Creditor Identifier,Identifiant créditeur,
Creditors Account set in Tally,Compte créditeur défini dans Tally,
Creditors,Créditeurs,
Criteria Formula,Formule du Critère,
Criteria Name,Nom du Critère,
Criteria Setup,Configuration du Critère,
Criteria Weight,Pondération du Critère,
Criteria weights must add up to 100%,Le total des pondérations des critères doit être égal à 100%,
Criteria,Critère,
Cross Listing of Item in multiple groups,Liste Croisée d'Articles dans plusieurs groupes,
Cumulative Transaction Threshold,Seuil de transaction cumulatif,
Currency Exchange Settings,Paramètres d'échange de devises,
Currency Exchange must be applicable for Buying or for Selling.,Le taux de change doit être applicable à l'achat ou la vente.,
Currency Exchange,Change de Devise,
Currency and Price List,Devise et liste de prix,
Currency can not be changed after making entries using some other currency,Devise ne peut être modifiée après avoir fait des entrées en utilisant une autre devise,
Currency exchange rate master.,Données de base des taux de change,
Currency for {0} must be {1},Devise pour {0} doit être {1},
Currency is required for Price List {0},Devise est nécessaire pour la liste de prix {0},
Currency of the Closing Account must be {0},La devise du Compte Cloturé doit être {0},
Currency of the price list {0} must be {1} or {2},La devise de la liste de prix {0} doit être {1} ou {2},
Currency should be same as Price List Currency: {0},La devise doit être la même que la devise de la liste de prix: {0},
Currency,Devise,
Current Address Is,L'Adresse Actuelle est,
Current Address,Adresse Actuelle,
Current Amount,Montant Actuel,
Current Asset Value,Valeur actuelle de l'actif,
Current Assets,Actifs Actuels,
Current BOM and New BOM can not be same,La nomenclature actuelle et la nouvelle nomenclature ne peuvent être pareilles,
Current BOM,nomenclature Actuelle,
Current Count,Compte actuel,
Current Exchange Rate,Taux de change actuel,
Current Fiscal Year,Exercice en Cours,
Current Invoicing Period End Date,Date de fin de la période de facturation en cours,
Current Invoicing Period Start Date,Date de début de la période de facturation en cours,
Current Job Openings,Offres d'Emploi Actuelles,
Current Liabilities,Dettes Actuelles,
Current Odometer Value should be greater than Last Odometer Value {0},La valeur actuelle de l'odomètre doit être supérieure à la dernière valeur de l'odomètre {0},
Current Odometer reading entered should be greater than initial Vehicle Odometer {0},Le Compteur(kms) Actuel entré devrait être plus grand que le Compteur(kms) initial du Véhicule {0},
Current Odometer value ,Valeur actuelle de l'odomètre,
Current Openings,Offres actuelles,
Current Qty,Qté Actuelle,
Current Serial No,N° de série actuel,
Current State,État actuel,
Current Status,Statut actuel,
Current Stock,Stock Actuel,
Current Time,Horaire actuel,
Current Valuation Rate,Taux de valorisation Actuel,
Current Value,Valeur actuelle,
Current invoice {0} is cancelled,La facture de la période en cours {0} est déjà annulée,
Current invoice {0} is not submitted,La facture de la période en cours {0} n'est pas soumise,
Current,Valeur actuelle,
Currently no stock available in any warehouse,Il n'y actuellement aucun stock disponible dans les entrepôts,
Custodian,Responsable,
Custom Formula,Formule personnalisée,
Custom HTML,HTML personnalisé,
Custom Remarks,Remarques personnalisées,
Custom?,Personnalisé ?,
Customer / Item Name,Nom du client / de l'article,
Customer / Lead Address,Adresse du client / prospect,
Customer / Lead Name,Nom du client / prospect,
Customer > Customer Group > Territory,Client > Groupe de clients > Territoire,
Customer Acquisition and Loyalty,Acquisition et loyauté des clients,
Customer Address,Adresse du client,
Customer Addresses And Contacts,Adresses et contacts des clients,
Customer Code,Code client,
Customer Contact Email,Email du contact client,
Customer Contact,Contact du client,
Customer Credit Balance,Solde de crédit par client,
Customer Credit Limit,Limite de crédit par client,
Customer Database.,Base de donnée clients,
Customer Details,Détails du client,
Customer Feedback,Retour d'Expérience Client,
Customer Group Name,Nom du Groupe Client,
Customer Group is Required in POS Profile,Le Groupe de clients est Requis dans le Profil POS,
Customer Group will set to selected group while syncing customers from Shopify,Groupe de clients par défaut pour de la synchronisation des clients de Shopify,
Customer Group,Groupe de clients,
Customer Groups,Groupes de Clients,
Customer ID,ID client,
Customer Items,Articles du clients,
Customer LPO No.,N° de commande client locale,
Customer LPO,Commande client locale,
Customer Ledger Summary,Récapitulatif du journal auxiliaire client,
Customer Mobile No,N° de Portable du Client,
Customer Name,Nom du client,
Customer Naming By,Nommage du client,
Customer PO Details,Détails de la commande client,
Customer PO,N° de bon de commande du client,
Customer POS Id,ID de point de vente du client,
Customer POS id,ID de point de vente du client,
Customer Primary Address,Adresse principale du client,
Customer Primary Contact,Contact principal du client,
Customer Provided,Fourni par un client,
Customer Service,Service Client,
Customer Settings,Paramètres du client,
Customer Territory,Territoire du client,
Customer Type,Type de client,
Customer Warehouse (Optional),Entrepôt des Clients (Facultatif),
Customer contact updated successfully.,Contact client mis à jour avec succès,
Customer database.,Base de données clients.,
Customer is required,Client est requis,
Customer isn't enrolled in any Loyalty Program,Le client n'est inscrit à aucun programme de fidélité,
Customer or Item,Client ou Article,
Customer or Supplier Details,Détails du Client ou du Fournisseur,
Customer required for 'Customerwise Discount',Client requis pour appliquer une 'Remise en fonction du Client',
Customer {0} does not belong to project {1},Le Client {0} ne fait pas parti du projet {1},
Customer's Item Code,Code de l'Article du Client,
Customer's Purchase Order Date,Date de la commande client,
Customer's Purchase Order No,Numéro de commande client,
Customer's Purchase Order,N° de commande fournisseur du Client,
Customer-wise Item Price,Prix des articles par client,
Customer/Lead Name,Nom du client/prospect,
Customer,Client,
Customers Without Any Sales Transactions,Clients sans transactions commerciales,
Customers and Suppliers,Clients et Fournisseurs,
Customers in Queue,Clients dans la File d'Attente,
Customers not selected.,Clients non sélectionnés,
Customers,Clients,
Customerwise Discount,Remise en fonction du Client,
Customize Homepage Sections,Personnaliser les sections de la page d'accueil,
Customize,Personnaliser,
Customs Tariff Number,Tarifs Personnalisés,
DATEV Settings,Paramètres DATEV,
DATEV,DATEV,
DE,DE,
DN Detail,Détail du Bon de livraison,
DN-,DN-,
DN-RET-,DN-RET,
DT-,DT-,
DUNN-.MM.-.YY.-,DUNN-.MM.-.YY.-,
Daily Project Summary for {0},Récapitulatif quotidien des projets au {0},
Daily Reminders,Rappels quotidiens,
Daily Timesheet Summary,Récapitulatif quotidien des feuilles de temps,
Daily Wages Fraction for Half Day,Fraction du salaire journalier pour une demi-journée,
Daily Work Summary Group User,Utilisateur du groupe de récapitulatif quotidien,
Daily Work Summary Group,Groupe de récapitulatif quotidien,
Daily Work Summary Replies,Récapitulatif des récapitulatifs de travail quotidien,
Daily Work Summary,Récapitulatif de travail quotidien,
Daily,Quotidien,
Data Import Configuration,Configuration pour l'import de données,
Data Import and Settings,Import de données et paramètrage,
"Data exported from Tally that consists of the Chart of Accounts, Customers, Suppliers, Addresses, Items and UOMs","Données exportées depuis Tally comprennant le plan comptable, les clients, fournisseurs, adresses, articles et unités de mesure",
Database of potential customers.,Base de données de clients potentiels.,
Date Based On,Date basée sur,
Date Of Retirement must be greater than Date of Joining,La Date de Départ à la Retraite doit être supérieure à Date d'Embauche,
Date Of Retirement,Date de Départ à la Retraite,
Date Range,Intervalle de dates,
Date Settings,Paramètres de Date,
Date is repeated,La Date est répétée,
Date of Birth cannot be greater than today.,Date de Naissance ne peut être après la Date du Jour.,
Date of Birth,Date de naissance,
Date of Commencement should be greater than Date of Incorporation,La date de démarrage doit être postérieure à la date de constitution,
Date of Commencement,Date de démarrage,
Date of Establishment,Date de création,
Date of Incorporation,Date de constitution,
Date of Issue,Date d'Émission,
Date of Joining must be greater than Date of Birth,La Date d'Embauche doit être après à la Date de Naissance,
Date of Joining,Date d'Embauche,
Date of Transaction,Date de transaction,
Date of establishment of this company.,Date de création de cette société,
Date of establishment,Date de création,
Date of the company's incorporation. For reference only or to be used in custom print formats.,Date d'enregistrement de la société. Pour information ou pour utiliser dans un format d'impression personnalisé.,
Date on which this component is applied,Date à laquelle ce composant est appliqué,
Date,Date,
Day Book Data exported from Tally that consists of all historic transactions,Grand livre exporté depuis Tally comprennant l'historique des transactions,
Day Book Data,Données de journal,
Day Of Week,Jour de la semaine,
Day of Week,Jour de la semaine,
Day to Send,Jour d'envoi,
Day(s) after invoice date,Jour (s) après la date de la facture,
Day(s) after the end of the invoice month,Jour (s) après la fin du mois de facture,
Day,Jour,
Days Since Last Order,Jours Depuis la Dernière Commande,
Days Since Last order,Jours depuis la dernière commande,
Days Until Due,Jours avant échéance,
Days for which Holidays are blocked for this department.,Jours pour lesquels les Vacances sont bloquées pour ce département.,
Days,Jours,
Dear,Cher·e,
Debit ({0}),Débit ({0}),
Debit A/C Number,Numéro de compte à débiter,
Debit Account,Compte de Débit,
Debit Amount in Account Currency,Montant Débiteur en Devise du Compte,
Debit Amount,Montant du Débit,
Debit Note Amount,Montant de la Note de débit,
Debit Note Issued,Notes de Débit Émises,
Debit Note {0} has been created automatically,La note de débit {0} a été créée automatiquement,
Debit Note,Note de débit,
Debit To account must be a Balance Sheet account,Le compte de débit doit être un compte de Bilan,
Debit To account must be a Receivable account,Le compte de débit doit être un compte Débiteur,
Debit To is required,Compte de Débit Requis,
Debit To,Compte débiteur,
Debit and Credit not equal for {0} #{1}. Difference is {2}.,Débit et Crédit non égaux pour {0} # {1}. La différence est de {2}.,
Debit in Company Currency,Débit en Devise Société,
Debit to,Compte débiteur,
Debit,Débit,
Debtors ({0}),Débiteurs ({0}),
Debtors Account set in Tally,Compte débiteurs défini dans Tally,
Debtors,Débiteurs,
December,Décembre,
Declarations,Déclarations,
Declare Lost,Déclarer comme perdu,
Declared Amount,Montant déclaré,
Deduct Full Tax on Selected Payroll Date,Déduire toutes les taxes au jour de la paie,
Deduct Tax For Unclaimed Employee Benefits,Déduire la taxe pour les avantages sociaux des employés non réclamés,
Deduct Tax For Unsubmitted Tax Exemption Proof,Déduire la taxe pour toute preuve d'exemption de taxe non soumise,
Deduct,Déduire,
Deductee Details,Détails de la déduction,
Deduction from salary,Déduction du salaire,
Deduction,Déduction,
Deductions or Loss,Déductions ou Perte,
Deductions,Déductions,
Default 10 mins,10 minutes Par Défaut,
Default Account,Compte par Défaut,
Default Activity Cost exists for Activity Type - {0},Un Coût d’Activité par défault existe pour le Type d’Activité {0},
Default Amount,Montant par Défaut,
Default BOM ({0}) must be active for this item or its template,nomenclature par défaut ({0}) doit être actif pour ce produit ou son modèle,
Default BOM for {0} not found,nomenclature par défaut {0} introuvable,
Default BOM not found for Item {0} and Project {1},La nomenclature par défaut n'a pas été trouvée pour l'Article {0} et le Projet {1},
Default BOM,nomenclature par Défaut,
Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.,Le compte par défaut de Banque / Caisse sera automatiquement mis à jour dans l’Écriture de journal de Salaire lorsque ce mode est sélectionné.,
Default Bank Account,Compte bancaire par défaut,
Default Billing Rate,Prix de Facturation par Défaut,
Default Buying Cost Center,Centre de coûts d'Achat par Défaut,
Default Buying Price List,Liste de prix d'achat par défaut,
Default Buying Terms,Termes et conditions applicables à l'achat,
Default Cash Account,Compte de caisse par défaut,
Default Company Bank Account,Compte bancaire par défaut de la société,
Default Company,Société par Défaut,
Default Cost Center,Centre de coûts par défaut,
Default Cost of Goods Sold Account,Compte de charges par défaut,
Default Costing Rate,Coût de Revient par Défaut,
Default Currency,Devise par défaut,
Default Customer Group,Groupe de clients par défaut,
Default Customer,Client par Défaut,
Default Deferred Expense Account,Compte de charges comptabilisés d'avance par défaut,
Default Deferred Revenue Account,Compte de produits comptabilisés d'avance par défaut,
Default Dimension,Dimension par défaut,
Default Distance Unit,Unité de distance par défaut,
Default Down Payment Payable Account,Compte d'acompte fournisseur par défaut,
Default Down Payment Receivable Account,Compte d'acompte client par défaut,
Default Employee Advance Account,Compte d'avances versées aux employés par défaut,
Default Expense Account,Compte de Charges par Défaut,
Default Expense Claim Payable Account,Compte de notes de frais par défaut,
Default Finance Book,Livre comptable par défaut,
Default Finished Goods Warehouse,Entrepôt de Produits Finis par Défaut,
Default Holiday List,Liste de congés par défaut,
Default In Transit Warehouse,Entrepôt de transit par défaut,
Default Income Account,Compte de produits par défaut,
Default Inventory Account,Compte de stock par défaut,
Default Item Group,Groupe d'articles par défaut,
Default Item Manufacturer,Fabricant d'article par défaut,
Default Leave Policy,Politique de congés par défaut,
Default Letter Head,En-tête d'impression par défaut,
Default Manufacturer Part No,N° d'élement de fabrication par défaut,
Default Material Request Type,Type de Requête de Matériaux par Défaut,
Default Naming Series,Série par défaut,
Default Payable Account,Compte fournisseur par défaut,
Default Payable Accounts,Comptes fournisseur par défaut,
Default Payment Request Message,Message de Demande de Paiement par Défaut,
Default Payment Terms Template,Modèle de termes de paiement par défaut,
Default Payroll Payable Account,Compte de paie par défaut,
Default Price List,Liste de prix par défaut,
Default Priority,Priorité par défaut,
Default Purchase Unit of Measure,Unité de Mesure par défaut à l'Achat,
Default Quotation Validity Days,N° de jours de validité par défaut pour les devis,
Default Receivable Account,Compte client par défaut,
Default Round Off Account,Compte d'arrondi par défaut,
Default Salary Structure,Structure salariale par défaut,
Default Sales Unit of Measure,Unité de Mesure par défaut à la Vente,
Default Scrap Warehouse,Entrepôt de rebut par défaut,
Default Selling Cost Center,Centre de Coût Vendeur par Défaut,
Default Selling Terms,Termes et conditions applicables à la vente,
Default Service Level Agreement,Accord de niveau de service par défaut,
Default Shift,Quart par défaut,
Default Shipping Account,Compte d'expédition par défaut,
Default Source Warehouse,Entrepôt source par défaut,
Default Stock UOM,Unité de mesure par Défaut des Articles,
Default Supplier Group,Groupe de fournisseurs par défaut,
Default Supplier,Fournisseur par défaut,
Default Target Warehouse,Entrepôt cible par défaut,
